candidate_id,image_path,match,slot,timestamp_ms,status,notes
bf90c0ee33b64009,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000550_t000275014ms.jpg,match_006,slot_3,275014,uncertain,
f1e01427e38186f4,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000556_t000278009ms.jpg,match_006,slot_3,278009,uncertain,
20eeceaa74ed387d,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000549_t000274500ms.jpg,match_006,slot_3,274500,uncertain,
adeb714685e5c19b,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000558_t000279002ms.jpg,match_006,slot_3,279002,uncertain,
d0a5043f62783c07,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000557_t000278505ms.jpg,match_006,slot_3,278505,uncertain,
ad8261efaab7c2bc,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000358_t000179015ms.jpg,match_004,slot_3,179015,uncertain,
ad633c743ab0d335,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000360_t000180002ms.jpg,match_004,slot_3,180002,uncertain,
bf57f7800daab687,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000363_t000181507ms.jpg,match_004,slot_3,181507,uncertain,
3fc440bdc4263f97,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000361_t000180504ms.jpg,match_004,slot_3,180504,uncertain,
7219ab97e67e7d77,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000359_t000179517ms.jpg,match_004,slot_3,179517,uncertain,
ed7f1d3996ba7598,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_004\slot_3\frame_000362_t000181006ms.jpg,match_004,slot_3,181006,uncertain,
9d34099f0288d461,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_3\frame_000548_t000274004ms.jpg,match_006,slot_3,274004,uncertain,
47445980805945b8,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000252_t000126005ms.jpg,match_006,slot_1,126005,uncertain,
c9a542392e5d8abd,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000256_t000128008ms.jpg,match_006,slot_1,128008,uncertain,
a82a966d6c2a9f77,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000251_t000125509ms.jpg,match_006,slot_1,125509,uncertain,
c5a068db1ebcb950,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000255_t000127511ms.jpg,match_006,slot_1,127511,uncertain,
421c689c3ca39b57,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000253_t000126502ms.jpg,match_006,slot_1,126502,uncertain,
ff2b723cc214acf4,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000261_t000130507ms.jpg,match_006,slot_1,130507,uncertain,
8fe50c092fc7fba8,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000259_t000129514ms.jpg,match_006,slot_1,129514,uncertain,
ad70f555914c3523,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000258_t000129000ms.jpg,match_006,slot_1,129000,uncertain,
f96d65b092d59493,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000260_t000130010ms.jpg,match_006,slot_1,130010,uncertain,
40d5405a5ff22467,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000250_t000125013ms.jpg,match_006,slot_1,125013,uncertain,
ba6cd4b46d9f3f98,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000257_t000128504ms.jpg,match_006,slot_1,128504,uncertain,
8ccc84642d7a810a,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_006\slot_1\frame_000254_t000127015ms.jpg,match_006,slot_1,127015,uncertain,
230570f6aae68c3f,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000079_t000039514ms.jpg,match_005,slot_4,39514,uncertain,
1737f75fe5fc3707,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000085_t000042505ms.jpg,match_005,slot_4,42505,uncertain,
25198573951f7cd3,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000086_t000043007ms.jpg,match_005,slot_4,43007,uncertain,
05d6a0ebe02351fa,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000080_t000040015ms.jpg,match_005,slot_4,40015,uncertain,
aa4bb86992f8c064,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000078_t000039012ms.jpg,match_005,slot_4,39012,uncertain,
2f966a6be0c8a0eb,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000081_t000040517ms.jpg,match_005,slot_4,40517,uncertain,
0baa15ccf125570b,C:\Users\Alexander\OneDrive\Documents\ClashRoyale\katacr_lite_starter\data\card_slots\match_005\slot_4\frame_000083_t000041502ms.jpg,match_005,slot_4,41502,uncertain,
